session_id,citizen_id,timestamp,observation_type,detected_risk,context,sensor_data
SR-1514,GAMMA-71-352,2026-04-30T13:36:25.444420,eating_behavior,RiskLevel.HIGH,User skipped meals entirely,"{'calories': 0, 'hydration': 0.3}"
SR-7442,GAMMA-54-805,2026-04-30T13:36:25.444424,financial_behavior,RiskLevel.NONE,User is saving consistently,"{'savings_rate': 0.3, 'financial_health': 0.8}"
SR-4911,GAMMA-54-805,2026-04-30T13:36:25.444429,financial_behavior,RiskLevel.NONE,User is saving consistently,"{'savings_rate': 0.3, 'financial_health': 0.8}"
SR-6492,GAMMA-54-805,2026-04-30T13:36:25.444433,driving_pattern,RiskLevel.HIGH,User is driving aggressively,"{'speed_mph': 85, 'hard_braking': 5}"
SR-8359,OMEGA-15-707,2026-04-30T13:36:25.444438,financial_behavior,RiskLevel.EXTREME,User is gambling online,"{'gambling_frequency': 5, 'loss_amount': 500}"
SR-7988,OMEGA-15-707,2026-04-30T13:36:25.444443,social_interaction,RiskLevel.NONE,User is engaged in community event,"{'social_engagement': 0.9, 'positive_sentiment': 0.8}"
SR-7622,OMEGA-15-707,2026-04-30T13:36:25.444447,driving_pattern,RiskLevel.LOW,User is driving cautiously,"{'speed_mph': 45, 'hard_braking': 0}"
SR-9334,SIGMA-26-567,2026-04-30T13:36:25.444452,exercise,RiskLevel.NONE,User is walking outdoors,"{'steps': 8000, 'heart_rate': 110}"
SR-9309,SIGMA-26-567,2026-04-30T13:36:25.444457,exercise,RiskLevel.NONE,User is exercising at gym,"{'heart_rate': 140, 'duration_min': 45}"
SR-3313,SIGMA-26-567,2026-04-30T13:36:25.444462,driving_pattern,RiskLevel.LOW,User is driving cautiously,"{'speed_mph': 45, 'hard_braking': 0}"
SR-5771,ALPHA-13-144,2026-04-30T13:36:25.444467,eating_behavior,RiskLevel.HIGH,User skipped meals entirely,"{'calories': 0, 'hydration': 0.3}"
SR-5561,ALPHA-13-144,2026-04-30T13:36:25.444471,financial_behavior,RiskLevel.EXTREME,User is gambling online,"{'gambling_frequency': 5, 'loss_amount': 500}"
SR-4855,ALPHA-13-144,2026-04-30T13:36:25.444477,exercise,RiskLevel.MEDIUM,User is sedentary for 8+ hours,"{'movement': 0.1, 'posture': 'poor'}"
SR-8408,DELTA-23-514,2026-04-30T13:36:25.444482,eating_behavior,RiskLevel.HIGH,User skipped meals entirely,"{'calories': 0, 'hydration': 0.3}"
SR-7754,DELTA-23-514,2026-04-30T13:36:25.444487,exercise,RiskLevel.NONE,User is walking outdoors,"{'steps': 8000, 'heart_rate': 110}"
SR-1219,DELTA-23-514,2026-04-30T13:36:25.444491,social_interaction,RiskLevel.MEDIUM,User is isolated for extended period,"{'social_engagement': 0.1, 'loneliness_score': 0.7}"
SR-6934,DELTA-93-291,2026-04-30T13:36:25.444496,social_interaction,RiskLevel.HIGH,User is in heated argument,"{'stress_level': 0.9, 'aggression': 0.6}"
SR-4141,DELTA-93-291,2026-04-30T13:36:25.444501,financial_behavior,RiskLevel.MEDIUM,User is making impulse purchases,"{'impulse_score': 0.8, 'budget_deviation': 0.4}"
SR-8865,DELTA-93-291,2026-04-30T13:36:25.444505,financial_behavior,RiskLevel.MEDIUM,User is making impulse purchases,"{'impulse_score': 0.8, 'budget_deviation': 0.4}"
SR-3083,DELTA-40-762,2026-04-30T13:36:25.444510,financial_behavior,RiskLevel.NONE,User is saving consistently,"{'savings_rate': 0.3, 'financial_health': 0.8}"
SR-5281,DELTA-40-762,2026-04-30T13:36:25.444556,exercise,RiskLevel.NONE,User is walking outdoors,"{'steps': 8000, 'heart_rate': 110}"
SR-2174,DELTA-40-762,2026-04-30T13:36:25.444579,social_interaction,RiskLevel.NONE,User is engaged in community event,"{'social_engagement': 0.9, 'positive_sentiment': 0.8}"
SR-7789,GAMMA-97-754,2026-04-30T13:36:25.444614,eating_behavior,RiskLevel.HIGH,User skipped meals entirely,"{'calories': 0, 'hydration': 0.3}"
SR-2220,GAMMA-97-754,2026-04-30T13:36:25.444633,exercise,RiskLevel.NONE,User is exercising at gym,"{'heart_rate': 140, 'duration_min': 45}"
SR-4230,GAMMA-97-754,2026-04-30T13:36:25.444649,eating_behavior,RiskLevel.HIGH,User skipped meals entirely,"{'calories': 0, 'hydration': 0.3}"
SR-7090,GAMMA-93-578,2026-04-30T13:36:25.444664,financial_behavior,RiskLevel.MEDIUM,User is making impulse purchases,"{'impulse_score': 0.8, 'budget_deviation': 0.4}"
SR-6439,GAMMA-93-578,2026-04-30T13:36:25.444678,exercise,RiskLevel.MEDIUM,User is sedentary for 8+ hours,"{'movement': 0.1, 'posture': 'poor'}"
SR-1152,GAMMA-93-578,2026-04-30T13:36:25.444692,social_interaction,RiskLevel.HIGH,User is in heated argument,"{'stress_level': 0.9, 'aggression': 0.6}"
SR-8718,SIGMA-65-176,2026-04-30T13:36:25.444707,eating_behavior,RiskLevel.MEDIUM,User is eating fast food,"{'calories': 1200, 'sugar': 50}"
SR-6790,SIGMA-65-176,2026-04-30T13:36:25.444721,exercise,RiskLevel.NONE,User is exercising at gym,"{'heart_rate': 140, 'duration_min': 45}"
SR-7706,SIGMA-65-176,2026-04-30T13:36:25.444735,exercise,RiskLevel.MEDIUM,User is sedentary for 8+ hours,"{'movement': 0.1, 'posture': 'poor'}"
SR-9105,OMEGA-17-627,2026-04-30T13:36:25.444761,social_interaction,RiskLevel.MEDIUM,User is isolated for extended period,"{'social_engagement': 0.1, 'loneliness_score': 0.7}"
SR-1765,OMEGA-17-627,2026-04-30T13:36:25.444775,social_interaction,RiskLevel.NONE,User is engaged in community event,"{'social_engagement': 0.9, 'positive_sentiment': 0.8}"
SR-9686,OMEGA-17-627,2026-04-30T13:36:25.444789,eating_behavior,RiskLevel.HIGH,User skipped meals entirely,"{'calories': 0, 'hydration': 0.3}"
SR-4903,BETA-56-721,2026-04-30T13:36:25.444804,eating_behavior,RiskLevel.LOW,User is preparing home-cooked meal,"{'calories': 600, 'vegetables': 3}"
SR-7530,BETA-56-721,2026-04-30T13:36:25.444818,financial_behavior,RiskLevel.EXTREME,User is gambling online,"{'gambling_frequency': 5, 'loss_amount': 500}"
SR-8207,BETA-56-721,2026-04-30T13:36:25.444832,financial_behavior,RiskLevel.EXTREME,User is gambling online,"{'gambling_frequency': 5, 'loss_amount': 500}"
SR-7977,ZETA-35-199,2026-04-30T13:36:25.444847,financial_behavior,RiskLevel.EXTREME,User is gambling online,"{'gambling_frequency': 5, 'loss_amount': 500}"
SR-5477,ZETA-35-199,2026-04-30T13:36:25.444861,exercise,RiskLevel.NONE,User is exercising at gym,"{'heart_rate': 140, 'duration_min': 45}"
SR-7886,ZETA-35-199,2026-04-30T13:36:25.444881,driving_pattern,RiskLevel.HIGH,User is driving aggressively,"{'speed_mph': 85, 'hard_braking': 5}"
SR-9833,OMEGA-60-845,2026-04-30T13:36:25.444903,driving_pattern,RiskLevel.LOW,User is driving cautiously,"{'speed_mph': 45, 'hard_braking': 0}"
SR-7424,OMEGA-60-845,2026-04-30T13:36:25.444918,driving_pattern,RiskLevel.EXTREME,User is distracted while driving,"{'phone_use': 1, 'lane_drift': 3}"
SR-4325,OMEGA-60-845,2026-04-30T13:36:25.444932,social_interaction,RiskLevel.HIGH,User is in heated argument,"{'stress_level': 0.9, 'aggression': 0.6}"
SR-2646,GAMMA-83-536,2026-04-30T13:36:25.444947,exercise,RiskLevel.MEDIUM,User is sedentary for 8+ hours,"{'movement': 0.1, 'posture': 'poor'}"
SR-8249,GAMMA-83-536,2026-04-30T13:36:25.444986,exercise,RiskLevel.MEDIUM,User is sedentary for 8+ hours,"{'movement': 0.1, 'posture': 'poor'}"
SR-6060,GAMMA-83-536,2026-04-30T13:36:25.444991,driving_pattern,RiskLevel.EXTREME,User is distracted while driving,"{'phone_use': 1, 'lane_drift': 3}"
SR-9608,OMEGA-38-911,2026-04-30T13:36:25.444996,social_interaction,RiskLevel.HIGH,User is in heated argument,"{'stress_level': 0.9, 'aggression': 0.6}"
SR-3459,OMEGA-38-911,2026-04-30T13:36:25.445002,exercise,RiskLevel.NONE,User is exercising at gym,"{'heart_rate': 140, 'duration_min': 45}"
SR-3249,OMEGA-38-911,2026-04-30T13:36:25.445007,driving_pattern,RiskLevel.EXTREME,User is distracted while driving,"{'phone_use': 1, 'lane_drift': 3}"
SR-9126,GAMMA-72-130,2026-04-30T13:36:25.445045,driving_pattern,RiskLevel.EXTREME,User is distracted while driving,"{'phone_use': 1, 'lane_drift': 3}"
SR-2508,GAMMA-72-130,2026-04-30T13:36:25.445063,driving_pattern,RiskLevel.EXTREME,User is distracted while driving,"{'phone_use': 1, 'lane_drift': 3}"
SR-1923,GAMMA-72-130,2026-04-30T13:36:25.445078,social_interaction,RiskLevel.HIGH,User is in heated argument,"{'stress_level': 0.9, 'aggression': 0.6}"
SR-9311,OMEGA-82-529,2026-04-30T13:36:25.445095,social_interaction,RiskLevel.NONE,User is engaged in community event,"{'social_engagement': 0.9, 'positive_sentiment': 0.8}"
SR-9129,OMEGA-82-529,2026-04-30T13:36:25.445110,eating_behavior,RiskLevel.MEDIUM,User is eating fast food,"{'calories': 1200, 'sugar': 50}"
SR-1018,OMEGA-82-529,2026-04-30T13:36:25.445124,eating_behavior,RiskLevel.LOW,User is preparing home-cooked meal,"{'calories': 600, 'vegetables': 3}"
SR-4364,BETA-78-586,2026-04-30T13:36:25.445140,exercise,RiskLevel.NONE,User is walking outdoors,"{'steps': 8000, 'heart_rate': 110}"
SR-4140,BETA-78-586,2026-04-30T13:36:25.445153,eating_behavior,RiskLevel.LOW,User is preparing home-cooked meal,"{'calories': 600, 'vegetables': 3}"
SR-6590,BETA-78-586,2026-04-30T13:36:25.445167,eating_behavior,RiskLevel.LOW,User is preparing home-cooked meal,"{'calories': 600, 'vegetables': 3}"
SR-8439,OMEGA-94-885,2026-04-30T13:36:25.445182,exercise,RiskLevel.NONE,User is exercising at gym,"{'heart_rate': 140, 'duration_min': 45}"
SR-8332,OMEGA-94-885,2026-04-30T13:36:25.445196,social_interaction,RiskLevel.NONE,User is engaged in community event,"{'social_engagement': 0.9, 'positive_sentiment': 0.8}"
SR-9237,OMEGA-94-885,2026-04-30T13:36:25.445209,social_interaction,RiskLevel.HIGH,User is in heated argument,"{'stress_level': 0.9, 'aggression': 0.6}"
SR-9329,OMEGA-62-242,2026-04-30T13:36:25.445224,social_interaction,RiskLevel.MEDIUM,User is isolated for extended period,"{'social_engagement': 0.1, 'loneliness_score': 0.7}"
SR-4750,OMEGA-62-242,2026-04-30T13:36:25.445239,financial_behavior,RiskLevel.NONE,User is saving consistently,"{'savings_rate': 0.3, 'financial_health': 0.8}"
SR-4741,OMEGA-62-242,2026-04-30T13:36:25.445252,exercise,RiskLevel.NONE,User is exercising at gym,"{'heart_rate': 140, 'duration_min': 45}"
SR-3406,DELTA-20-815,2026-04-30T13:36:25.445267,exercise,RiskLevel.NONE,User is walking outdoors,"{'steps': 8000, 'heart_rate': 110}"
SR-1712,DELTA-20-815,2026-04-30T13:36:25.445280,eating_behavior,RiskLevel.LOW,User is preparing home-cooked meal,"{'calories': 600, 'vegetables': 3}"
SR-9769,DELTA-20-815,2026-04-30T13:36:25.445294,eating_behavior,RiskLevel.LOW,User is preparing home-cooked meal,"{'calories': 600, 'vegetables': 3}"
SR-8157,DELTA-19-630,2026-04-30T13:36:25.445309,social_interaction,RiskLevel.MEDIUM,User is isolated for extended period,"{'social_engagement': 0.1, 'loneliness_score': 0.7}"
SR-4933,DELTA-19-630,2026-04-30T13:36:25.445322,social_interaction,RiskLevel.MEDIUM,User is isolated for extended period,"{'social_engagement': 0.1, 'loneliness_score': 0.7}"
SR-8714,DELTA-19-630,2026-04-30T13:36:25.445334,exercise,RiskLevel.MEDIUM,User is sedentary for 8+ hours,"{'movement': 0.1, 'posture': 'poor'}"
SR-4415,DELTA-53-909,2026-04-30T13:36:25.445379,driving_pattern,RiskLevel.LOW,User is driving cautiously,"{'speed_mph': 45, 'hard_braking': 0}"
SR-1516,DELTA-53-909,2026-04-30T13:36:25.445385,social_interaction,RiskLevel.HIGH,User is in heated argument,"{'stress_level': 0.9, 'aggression': 0.6}"
SR-3203,DELTA-53-909,2026-04-30T13:36:25.445390,driving_pattern,RiskLevel.LOW,User is driving cautiously,"{'speed_mph': 45, 'hard_braking': 0}"
SR-7630,DELTA-86-361,2026-04-30T13:36:25.445396,eating_behavior,RiskLevel.HIGH,User skipped meals entirely,"{'calories': 0, 'hydration': 0.3}"
SR-3293,DELTA-86-361,2026-04-30T13:36:25.445401,social_interaction,RiskLevel.MEDIUM,User is isolated for extended period,"{'social_engagement': 0.1, 'loneliness_score': 0.7}"
SR-2309,DELTA-86-361,2026-04-30T13:36:25.445406,driving_pattern,RiskLevel.HIGH,User is driving aggressively,"{'speed_mph': 85, 'hard_braking': 5}"
SR-3618,OMEGA-48-498,2026-04-30T13:36:25.445411,driving_pattern,RiskLevel.EXTREME,User is distracted while driving,"{'phone_use': 1, 'lane_drift': 3}"
SR-8170,OMEGA-48-498,2026-04-30T13:36:25.445460,financial_behavior,RiskLevel.MEDIUM,User is making impulse purchases,"{'impulse_score': 0.8, 'budget_deviation': 0.4}"
SR-4449,OMEGA-48-498,2026-04-30T13:36:25.445561,financial_behavior,RiskLevel.EXTREME,User is gambling online,"{'gambling_frequency': 5, 'loss_amount': 500}"
SR-7417,DELTA-32-665,2026-04-30T13:36:25.445569,financial_behavior,RiskLevel.EXTREME,User is gambling online,"{'gambling_frequency': 5, 'loss_amount': 500}"
SR-3705,DELTA-32-665,2026-04-30T13:36:25.445574,exercise,RiskLevel.NONE,User is exercising at gym,"{'heart_rate': 140, 'duration_min': 45}"
SR-4364,DELTA-32-665,2026-04-30T13:36:25.445579,financial_behavior,RiskLevel.NONE,User is saving consistently,"{'savings_rate': 0.3, 'financial_health': 0.8}"
SR-4793,SIGMA-81-946,2026-04-30T13:36:25.445584,social_interaction,RiskLevel.MEDIUM,User is isolated for extended period,"{'social_engagement': 0.1, 'loneliness_score': 0.7}"
SR-6131,SIGMA-81-946,2026-04-30T13:36:25.445588,driving_pattern,RiskLevel.LOW,User is driving cautiously,"{'speed_mph': 45, 'hard_braking': 0}"
SR-7939,SIGMA-81-946,2026-04-30T13:36:25.445594,financial_behavior,RiskLevel.NONE,User is saving consistently,"{'savings_rate': 0.3, 'financial_health': 0.8}"
SR-9673,DELTA-96-778,2026-04-30T13:36:25.445604,exercise,RiskLevel.NONE,User is walking outdoors,"{'steps': 8000, 'heart_rate': 110}"
SR-4060,DELTA-96-778,2026-04-30T13:36:25.445609,social_interaction,RiskLevel.HIGH,User is in heated argument,"{'stress_level': 0.9, 'aggression': 0.6}"
SR-4752,DELTA-96-778,2026-04-30T13:36:25.445614,eating_behavior,RiskLevel.MEDIUM,User is eating fast food,"{'calories': 1200, 'sugar': 50}"
SR-5309,ALPHA-55-890,2026-04-30T13:36:25.445620,driving_pattern,RiskLevel.HIGH,User is driving aggressively,"{'speed_mph': 85, 'hard_braking': 5}"
SR-2464,ALPHA-55-890,2026-04-30T13:36:25.445624,eating_behavior,RiskLevel.MEDIUM,User is eating fast food,"{'calories': 1200, 'sugar': 50}"
SR-7420,ALPHA-55-890,2026-04-30T13:36:25.445865,driving_pattern,RiskLevel.LOW,User is driving cautiously,"{'speed_mph': 45, 'hard_braking': 0}"
SR-4347,BETA-65-357,2026-04-30T13:36:25.445992,financial_behavior,RiskLevel.EXTREME,User is gambling online,"{'gambling_frequency': 5, 'loss_amount': 500}"
SR-2591,BETA-65-357,2026-04-30T13:36:25.446012,eating_behavior,RiskLevel.LOW,User is preparing home-cooked meal,"{'calories': 600, 'vegetables': 3}"
SR-9780,BETA-65-357,2026-04-30T13:36:25.446026,driving_pattern,RiskLevel.EXTREME,User is distracted while driving,"{'phone_use': 1, 'lane_drift': 3}"
SR-6791,GAMMA-41-707,2026-04-30T13:36:25.446253,eating_behavior,RiskLevel.MEDIUM,User is eating fast food,"{'calories': 1200, 'sugar': 50}"
SR-3641,GAMMA-41-707,2026-04-30T13:36:25.446259,eating_behavior,RiskLevel.LOW,User is preparing home-cooked meal,"{'calories': 600, 'vegetables': 3}"
SR-8424,GAMMA-41-707,2026-04-30T13:36:25.446263,driving_pattern,RiskLevel.EXTREME,User is distracted while driving,"{'phone_use': 1, 'lane_drift': 3}"
SR-7940,BETA-84-475,2026-04-30T13:36:25.446268,eating_behavior,RiskLevel.MEDIUM,User is eating fast food,"{'calories': 1200, 'sugar': 50}"
SR-5847,BETA-84-475,2026-04-30T13:36:25.446274,eating_behavior,RiskLevel.MEDIUM,User is eating fast food,"{'calories': 1200, 'sugar': 50}"
SR-9650,BETA-84-475,2026-04-30T13:36:25.446279,eating_behavior,RiskLevel.HIGH,User skipped meals entirely,"{'calories': 0, 'hydration': 0.3}"
SR-4215,ALPHA-63-690,2026-04-30T13:36:25.446284,social_interaction,RiskLevel.NONE,User is engaged in community event,"{'social_engagement': 0.9, 'positive_sentiment': 0.8}"
SR-2504,ALPHA-63-690,2026-04-30T13:36:25.446289,social_interaction,RiskLevel.MEDIUM,User is isolated for extended period,"{'social_engagement': 0.1, 'loneliness_score': 0.7}"
SR-1972,ALPHA-63-690,2026-04-30T13:36:25.446294,financial_behavior,RiskLevel.NONE,User is saving consistently,"{'savings_rate': 0.3, 'financial_health': 0.8}"
SR-2647,OMEGA-52-841,2026-04-30T13:36:25.446299,eating_behavior,RiskLevel.HIGH,User skipped meals entirely,"{'calories': 0, 'hydration': 0.3}"
SR-5095,OMEGA-52-841,2026-04-30T13:36:25.446304,eating_behavior,RiskLevel.HIGH,User skipped meals entirely,"{'calories': 0, 'hydration': 0.3}"
SR-6084,OMEGA-52-841,2026-04-30T13:36:25.446309,eating_behavior,RiskLevel.HIGH,User skipped meals entirely,"{'calories': 0, 'hydration': 0.3}"
SR-9592,OMEGA-72-685,2026-04-30T13:36:25.446316,social_interaction,RiskLevel.MEDIUM,User is isolated for extended period,"{'social_engagement': 0.1, 'loneliness_score': 0.7}"
SR-1793,OMEGA-72-685,2026-04-30T13:36:25.446321,financial_behavior,RiskLevel.EXTREME,User is gambling online,"{'gambling_frequency': 5, 'loss_amount': 500}"
SR-6514,OMEGA-72-685,2026-04-30T13:36:25.446325,financial_behavior,RiskLevel.EXTREME,User is gambling online,"{'gambling_frequency': 5, 'loss_amount': 500}"
SR-7944,OMEGA-51-723,2026-04-30T13:36:25.446331,eating_behavior,RiskLevel.LOW,User is preparing home-cooked meal,"{'calories': 600, 'vegetables': 3}"
SR-2062,OMEGA-51-723,2026-04-30T13:36:25.446335,driving_pattern,RiskLevel.HIGH,User is driving aggressively,"{'speed_mph': 85, 'hard_braking': 5}"
SR-5914,OMEGA-51-723,2026-04-30T13:36:25.446340,eating_behavior,RiskLevel.MEDIUM,User is eating fast food,"{'calories': 1200, 'sugar': 50}"
SR-9383,ALPHA-75-285,2026-04-30T13:36:25.446345,social_interaction,RiskLevel.NONE,User is engaged in community event,"{'social_engagement': 0.9, 'positive_sentiment': 0.8}"
SR-2620,ALPHA-75-285,2026-04-30T13:36:25.446350,financial_behavior,RiskLevel.NONE,User is saving consistently,"{'savings_rate': 0.3, 'financial_health': 0.8}"
SR-3251,ALPHA-75-285,2026-04-30T13:36:25.446354,exercise,RiskLevel.NONE,User is walking outdoors,"{'steps': 8000, 'heart_rate': 110}"
SR-4056,SIGMA-43-900,2026-04-30T13:36:25.446360,eating_behavior,RiskLevel.HIGH,User skipped meals entirely,"{'calories': 0, 'hydration': 0.3}"
SR-7555,SIGMA-43-900,2026-04-30T13:36:25.446365,financial_behavior,RiskLevel.NONE,User is saving consistently,"{'savings_rate': 0.3, 'financial_health': 0.8}"
SR-2186,SIGMA-43-900,2026-04-30T13:36:25.446369,eating_behavior,RiskLevel.MEDIUM,User is eating fast food,"{'calories': 1200, 'sugar': 50}"
SR-3893,ALPHA-49-816,2026-04-30T13:36:25.446374,driving_pattern,RiskLevel.EXTREME,User is distracted while driving,"{'phone_use': 1, 'lane_drift': 3}"
SR-8932,ALPHA-49-816,2026-04-30T13:36:25.446378,eating_behavior,RiskLevel.MEDIUM,User is eating fast food,"{'calories': 1200, 'sugar': 50}"
SR-9109,ALPHA-49-816,2026-04-30T13:36:25.446418,financial_behavior,RiskLevel.NONE,User is saving consistently,"{'savings_rate': 0.3, 'financial_health': 0.8}"
SR-5563,OMEGA-57-629,2026-04-30T13:36:25.446424,financial_behavior,RiskLevel.EXTREME,User is gambling online,"{'gambling_frequency': 5, 'loss_amount': 500}"
SR-3423,OMEGA-57-629,2026-04-30T13:36:25.446429,driving_pattern,RiskLevel.HIGH,User is driving aggressively,"{'speed_mph': 85, 'hard_braking': 5}"
SR-8404,OMEGA-57-629,2026-04-30T13:36:25.446434,eating_behavior,RiskLevel.HIGH,User skipped meals entirely,"{'calories': 0, 'hydration': 0.3}"
SR-3691,GAMMA-91-548,2026-04-30T13:36:25.446439,eating_behavior,RiskLevel.HIGH,User skipped meals entirely,"{'calories': 0, 'hydration': 0.3}"
SR-7452,GAMMA-91-548,2026-04-30T13:36:25.446443,exercise,RiskLevel.MEDIUM,User is sedentary for 8+ hours,"{'movement': 0.1, 'posture': 'poor'}"
SR-9311,GAMMA-91-548,2026-04-30T13:36:25.446448,eating_behavior,RiskLevel.HIGH,User skipped meals entirely,"{'calories': 0, 'hydration': 0.3}"
SR-2633,OMEGA-67-315,2026-04-30T13:36:25.446452,eating_behavior,RiskLevel.LOW,User is preparing home-cooked meal,"{'calories': 600, 'vegetables': 3}"
SR-7911,OMEGA-67-315,2026-04-30T13:36:25.446457,financial_behavior,RiskLevel.MEDIUM,User is making impulse purchases,"{'impulse_score': 0.8, 'budget_deviation': 0.4}"
SR-3901,OMEGA-67-315,2026-04-30T13:36:25.446498,social_interaction,RiskLevel.MEDIUM,User is isolated for extended period,"{'social_engagement': 0.1, 'loneliness_score': 0.7}"
SR-4453,BETA-46-601,2026-04-30T13:36:25.446540,eating_behavior,RiskLevel.HIGH,User skipped meals entirely,"{'calories': 0, 'hydration': 0.3}"
SR-4572,BETA-46-601,2026-04-30T13:36:25.446551,social_interaction,RiskLevel.NONE,User is engaged in community event,"{'social_engagement': 0.9, 'positive_sentiment': 0.8}"
SR-6744,BETA-46-601,2026-04-30T13:36:25.446557,eating_behavior,RiskLevel.MEDIUM,User is eating fast food,"{'calories': 1200, 'sugar': 50}"
SR-5800,ALPHA-84-345,2026-04-30T13:36:25.446563,exercise,RiskLevel.NONE,User is exercising at gym,"{'heart_rate': 140, 'duration_min': 45}"
SR-1025,ALPHA-84-345,2026-04-30T13:36:25.446568,driving_pattern,RiskLevel.HIGH,User is driving aggressively,"{'speed_mph': 85, 'hard_braking': 5}"
SR-6358,ALPHA-84-345,2026-04-30T13:36:25.446573,social_interaction,RiskLevel.NONE,User is engaged in community event,"{'social_engagement': 0.9, 'positive_sentiment': 0.8}"
SR-3868,OMEGA-98-280,2026-04-30T13:36:25.446578,social_interaction,RiskLevel.NONE,User is engaged in community event,"{'social_engagement': 0.9, 'positive_sentiment': 0.8}"
SR-4920,OMEGA-98-280,2026-04-30T13:36:25.446583,social_interaction,RiskLevel.NONE,User is engaged in community event,"{'social_engagement': 0.9, 'positive_sentiment': 0.8}"
SR-8057,OMEGA-98-280,2026-04-30T13:36:25.446588,driving_pattern,RiskLevel.HIGH,User is driving aggressively,"{'speed_mph': 85, 'hard_braking': 5}"
SR-9786,ALPHA-23-439,2026-04-30T13:36:25.446593,social_interaction,RiskLevel.NONE,User is engaged in community event,"{'social_engagement': 0.9, 'positive_sentiment': 0.8}"
SR-2366,ALPHA-23-439,2026-04-30T13:36:25.446598,financial_behavior,RiskLevel.NONE,User is saving consistently,"{'savings_rate': 0.3, 'financial_health': 0.8}"
SR-4350,ALPHA-23-439,2026-04-30T13:36:25.446606,financial_behavior,RiskLevel.NONE,User is saving consistently,"{'savings_rate': 0.3, 'financial_health': 0.8}"
SR-1961,DELTA-52-996,2026-04-30T13:36:25.446611,exercise,RiskLevel.MEDIUM,User is sedentary for 8+ hours,"{'movement': 0.1, 'posture': 'poor'}"
SR-3012,DELTA-52-996,2026-04-30T13:36:25.446616,driving_pattern,RiskLevel.HIGH,User is driving aggressively,"{'speed_mph': 85, 'hard_braking': 5}"
SR-9284,DELTA-52-996,2026-04-30T13:36:25.446620,financial_behavior,RiskLevel.NONE,User is saving consistently,"{'savings_rate': 0.3, 'financial_health': 0.8}"
SR-5147,BETA-26-244,2026-04-30T13:36:25.446757,eating_behavior,RiskLevel.MEDIUM,User is eating fast food,"{'calories': 1200, 'sugar': 50}"
SR-6210,BETA-26-244,2026-04-30T13:36:25.446972,eating_behavior,RiskLevel.LOW,User is preparing home-cooked meal,"{'calories': 600, 'vegetables': 3}"
SR-7098,BETA-26-244,2026-04-30T13:36:25.446998,exercise,RiskLevel.MEDIUM,User is sedentary for 8+ hours,"{'movement': 0.1, 'posture': 'poor'}"
SR-6431,EPSILON-75-155,2026-04-30T13:36:25.447016,social_interaction,RiskLevel.NONE,User is engaged in community event,"{'social_engagement': 0.9, 'positive_sentiment': 0.8}"
SR-2503,EPSILON-75-155,2026-04-30T13:36:25.447031,driving_pattern,RiskLevel.HIGH,User is driving aggressively,"{'speed_mph': 85, 'hard_braking': 5}"
SR-9339,EPSILON-75-155,2026-04-30T13:36:25.447046,eating_behavior,RiskLevel.MEDIUM,User is eating fast food,"{'calories': 1200, 'sugar': 50}"
